合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
cs1905,09:41:59.500,2329,29416,2329,258,2330,551,189760,6.85488e+08
cs1905,09:42:00.0,2329,29418,2329,257,2330,551,189760,6.85535e+08
cs1905,09:42:00.500,2329,29420,2329,256,2330,551,189760,6.85581e+08
cs1905,09:42:03.0,2329,29420,2329,256,2330,552,189760,6.85581e+08
